"gid","featurecla","name","namealt","changed","note","name_fr","min_label","max_label","scalerank","label","wikidataid","name_ar","name_bn","name_de","name_en","name_es","name_el","name_hi","name_hu","name_id","name_it","name_ja","name_ko","name_nl","name_pl","name_pt","name_ru","name_sv","name_tr","name_vi","name_zh","ne_id","name_fa","name_he","name_uk","name_ur","name_zht","geom"
298,"river","Yangtze River",NULL,"Version 1.3",NULL,"Yangzi Jiang","5.7","10",4,NULL,"Q5413","يانغتسي","ছাং চিয়াং নদী","Jangtsekiang","Yangtze","Yangtsé","Γιανγκτσέ","यांग्त्सीक्यांग","Jangce","Sungai Panjang","Fiume Azzurro","長江","창 강","Jangtsekiang","Jangcy","Rio Yangtzé","Янцзы","Yangtze","Yangtze","Trường Giang","长江","1159120729","رود یانگتسه","יאנגצה","Янцзи","دریائے یانگزے","長江","0106000020E6100000010000000103000000020000001F000000325253ACB7765E401C0E1CAAF9B33F4056529CD5BB775E40B44D93382EB13F406E0AFCEEC27C5E4094AC1608D9743F4026A86D4C9C775E408447AA9C5BF23E402EF4430566755E406436D83BC60F3F40B6F0A64E49725E40D47045DCA4293F404A72F5E94A6A5E4054CA3768E1513F40EE71F5E972565E40340F7CAC477C3F40EAF6E03B1A4D5E40EC319ECEDBA03F40FA63810F8D435E402C5123BA27B83F403E671E46FF3B5E402CCC376803C03F40D65C47A269325E40C4ADB27CE4D13F40CEBF10D224305E40EC4012A94FEC3F40D233EB12CF2D5E40FC0DDF75E3FB3F40BEF24385D21F5E409ED50A238D02404056E86CE13C165E40248C905AC2F33F40A2D3BE193F0C5E40AC1EF086FAE73F407A3688C949025E40B470A8A5B2EF3F40FA7392A0BA045E4004E582E6CBF53F40EEFFB7DF51065E4044006B9BDBF93F4076DAF806C60B5E40ECE482E648F73F40427BCC0D47215E409A797B60860D40408E00B85F492A5E40223C7109570A4040B263810FAF325E409ED50A230A0440404AA18B664D3E5E40CC7A7F497EDE3F404E34EB9257495E40343D757296D73F40E2AB628A10515E40BC5123BADDDC3F40E260E4D883565E40745F9794EBDB3F407EA5281D956B5E404C218DBD41B63F40A2DF953DDD705E407C1A535002B33F40325253ACB7765E401C0E1CAAF9B33F400E000000EE71F569B4555E406C8B905A12CC3F409EDBF886814D5E40F476E2123CCE3F400A08F24C864E5E40E4D9AB420BC23F407ED1216388555E40846FA8A5C9A43F408A12C97049615E40DCF0F6C0AB8C3F40EEFA7DF2F2715E40B4A81546B9763F4096BD739B32775E401C16B6190A7E3F404A792F57F9755E408CA5780FB6863F404A792FD7BD735E4054DC4879588D3F4036AC628AE8645E40A4464C1629A33F40AA23DA81B5625E408CC160C481AC3F40AE6E58B37D5F5E40641A535085B13F404AA5281DB15D5E400CF593F7A3C13F40EE71F569B4555E406C8B905A12CC3F40"
249,"fjord","Uummannaq Fjord",NULL,"Version 1.3","_untitled_33","Fjord Uummannaq","7.6","10",7,"Uummannaq Fjord","Q384323","مضيق أوماناك","উম্মান্নাক ফজোর্ড","Uummannaq Fjord","Uummannaq fjord","Fiordo de Uummannaq","Φιόρδ Ουμανακ","उम्मन्नक फ़जॉर्ड","Uummannaq Fjord","Fjord Uummannaq","Fiordo di Uummannaq","ウマナック・フィヨルド","움만나크 피요르드","Uummannaq Fjord","Uummannaq Fjord","Fiorde Uummannaq","Уумманнак-фьорд","Uummannaq Fjord","Uummannaq Fjord","Vịnh Uummannaq","烏馬納克峽灣","1159119849","اوماناک فیورد","אומאנאק פיורד","Уорманський фіорд","اوماناق فجورڈ","烏馬納克峽灣","0106000020E6100000010000000103000000030000006F00000080F70838BA384BC0FF2E1FABE8AF5140EC3FEAB201644BC0755FB5E7E3D65140843C4DFCDE634BC0075C18F1DED75140F8AC8A0639584BC0075C18B17FD75140C00BB77FAC284BC0CFEE77DD9DD8514088F36B011D164BC0FD109A7FB7DA51401475BA9CA10C4BC0E9FF886EC8DA51409C7BF4894AFB4AC049B8A77364DD5140CC33130FB9F44AC091EBDAA6A8E1514058711DE623FA4AC09BB16D46EDE5514004FAA56E8A024BC0B5EBDAA617EA5140047F91406DFB4AC04DE83DF0F4E95140BCF9A5EE6AF24AC01552414D13E9514098442420CAE34AC0DD70C67869EB51402C182B5A48E14AC0B91437B6F3ED5140D0D3E61598DB4AC09BB8A7F37DF05140B8B4612AC3C84AC0B5F214948AF3514030259F341DBD4AC0E31437B662F651405CF5083837BB4AC095BFE16032F95140404EFBC3B7C14AC07D8CAEED7AFE51403033138FC1D04AC0A93AF68E49035240C8AA8A86F7D94AC0FB55DEC31D0552407C5C6F9E7BE54AC0539A22889208524018822E77F3E94AC043B26D06C10B524090AE273D75EC4AC001FA4E81580F5240CCE15A70B9F04AC0A593E81A39125240784187E9C0F64AC08937591864145240B82202FE4CF34AC057CAB884E1155240F05198FA76D34AC03BE203C333175240486D80AF09D64AC0794FA4D674165240D8259F3450E34AC07BC37E97DD1452409C6D802FA6E74AC0D729E57DBB1252401C9D162CAED84AC0FFA796223B0A5240743DEA32E8D14AC03F8911F7E40752402CB8FE60A4C94AC001F314D444065240D0B7FE60CCB54AC0451F0E5AF8FF5140A06C80AFD6AF4AC05BDE66CCE7FB51409C4324A077AD4AC043A4F96BBDF75140E04DFBC3DFAD4AC05B0089AE74F451406010F16CB0AA4AC05563521E8FF2514048C80F7282924AC01DF6B14AADF35140B8A25019C3914AC0694B07209CF151403473BA9CFC9F4AC051119ABF71ED5140BCD9200308A74AC0CFFCEBF7E2EB51404C0D54B6E8BC4AC0ED587B7AF9E8514038FC42A57CBB4AC049BFE160D7E651403CE4F7264EB84AC0651B71A30BE55140E8A98A8663A44AC0C181D7498AE2514068D920836B954AC067F214544DE251408420027E0B754AC033AED00F89E6514034CE49DF335D4AC0016A8C8B65EA51409056D2E7FD534AC0D770C6380AEB51400C07B7FF0F194AC04DBFE16054E85140D0402420800A4AC08BC9B884BCE8514038FCDF5BB0F449C0BBEBDA26D6EA5140101E027EB0E349C029EF775DB7EB5140CC132BDA89E249C061F94EC101EB51403077F489CDFB49C01729E5FD54E65140F4ECCE4AE95F4AC00FD72CDF19E05140E0E9319421724AC0552C82344ADD51403857D267F5774AC0E9FF882E69DA514068CBAC284A804AC0AD698C4BABD75140DC495E8D428B4AC05B4EA49695D651400C95DCBEFC8E4AC039A05C7502D45140ECB6FEE0F6804AC02BB16D8682CB5140F4FA4225CF724AC0092C8234EFCA5140E02D76583B634AC025B16D4623CB5140F463464269444AC00FC9B8C4D4CC514088A4ED4F60354AC001B8A73327CC514000485E0DDF1D4AC03B9922C871C9514008118EA3DB074AC0C5F84EC1C8C75140F4354DFC61E549C07106C39B53C85140483F242036B049C0E17D3A939DC7514084E9CECABE9649C0B532BCA1C5C2514070CA49DF6C8249C0698BAEAD18C051407CCA49DFE98349C0D38E4BA41DBF51405C75F489A59049C02781D78933BE5140B886051B31A249C073FF886E81BE5140E85A0CD5A6C349C0E79F5CF5E8C051400028D9A13AD349C0331E0EDA36C1514060108EA325E349C04FA3F96BACC0514024DD5A705EE049C0D38E4BE47CBF5140C80F8E232EBF49C04B51418DD0BA5140B46B1DE6B7B249C0ADB7A733CCB951409064E3F8D5A049C07F9585D194B65140649479F538A449C06732BC2129B151405CD5200308A949C0F92E1F6B89AF5140C8011AC989AB49C0B7FBEBB703AC51402CDC5A704DA949C0BB1D0E5AAEA55140D8DB5AF0339649C02D6C29C2DAA15140EC112BDA617749C03D2B82B40B9D5140ACA7273D1A5D49C09F91E85A079C5140E436EA32E85449C0770CFD88B59A5140E85F4642475749C08DF4B14A63995140E4BF72BBA96F49C01954DE035B975140442D130F367949C065D28FA849975140748AA2D1AEB449C0231A71A39F9B5140484D98FA1BC349C0C98AAE2D219C5140A41A65474CE449C0B7CB55BB31A05140F87E2E77E2334AC039E73DF0F1AB5140A8152BDAAB504AC0771A7123B9AE5140AC4CFB43AF664AC06132BC610BB05140205435B1AA8B4AC0E3466AE93AB15140EC4DFB431BB04AC07543CDF2B8B05140485F0CD5A6C14AC03D39F64E0FB151407C8FA2D1E1D84AC049D62CDFF4B2514014D4E615F3ED4AC0B7D9C915D6B3514014F0CECA3B154BC05173632F7BB4514018279FB4FD2B4BC08F54DE4384B2514078E6F7A60C384BC01BB40ABD1CB0514080F70838BA384BC0FF2E1FABE8AF51400B0000003440242047E749C0DBD9C91545BC5140F86C1DE623FC49C073FF886E81BE5140CC586F9EAE0D4AC0C5F11494F6BD514078B89B97F7124AC06139F68EDDB95140CCAA27BD6C124AC0C39F5CF579B85140C881CB2D4F0F4AC0BD9F5C75BBB7514028586F9E7BE749C0418BAEED8BB651408065E3F869D649C063109AFFBFB6514008E73114ADCD49C0559CBFBE98B7514010108EA3CAD049C0232F1F2B16B951403440242047E749C0DBD9C91545BC51401000000004DA2003E6B74AC04981D70961C75140D8B7FE6049B74AC039992208D1C951409CD683CC81B84AC0ED43CD32E2CB5140CC4A5E0D95C14AC051FCEB37FBCF5140F8E794DDCBCA4AC0D9109AFF06D35140F8A35019B2D94AC0F59585511DD25140DCC90F7249EE4AC0C94A076045CD5140E46D80AF42F94AC0A99CBFBEF3C95140886AE3F89CFA4AC0030326E530C851406859D26772F84AC0BFF84E01ABC6514074182BDAE4F24AC005DAC99572C55140602CD9217CD04AC099ADD04F32C251407C812EF77EC44AC0D1B7A7739AC25140C821027E77BE4AC031476AE995C3514078DDBD3944BA4AC097D62CDF4FC5514004DA2003E6B74AC04981D70961C75140"
230,"bay","Darnley Bay",NULL,"Version 1.3","_untitled_11","Darnley Bay","7.6","10",7,"Darnley Bay","Q1166530","خليج دارنلي","ডার্নলি বে","Darnley Bay","Darnley Bay","Bahía Darnley","Κόλπος Ντάρνλεϊ","डार्नले खाड़ी","Darnley-öböl","Teluk Darnley","Darnley Bay","ダーンリー湾","단리 베이","Darnley Bay","Darnley Bay","Darnley Bay","залив Дарнли-Бэй","Darnley Bay","Darnley Koyu","Vịnh Darnley","达恩利湾","1159119511","خلیج دارنلی","מפרץ דרנלי","Дарнлі-Бей","ڈارنلے بے","達恩利灣","0106000020E61000000100000001030000000100000014000000039C0BD677085FC0B5E2A039D26A5140176B75D994C55EC02538F60E30715140DFFDD44512C75EC065197123396F5140C1A145433DC95EC02B31BCA17B685140E74F8DA4ACCD5EC061E9DAA6A8625140BD7F23E1F1CF5EC0C14F410D45615140E756C7911FD75EC0F3BCE1A0C75F5140E334A5EF74DD5EC0D58274C0DE5A514018F4FD61D3E15EC01B64EFD4E758514091BD2D38F9E65EC04BD18FE82858514022CF3E492F035FC00153DE03DB5751401984C09725075FC0934F41CDF95651409FC8041CA4155FC0994F410D595751400B1E5A71431B5FC0BBD42C9F4B5851402BCCA1D2351E5FC0A5EC77DD9D5951408C5B6408D21E5FC05F0BFD88355B5140EEC1CA2E0F1D5FC0A915D4AC1A5D51406C84C09780195FC01542CD729C5F51407F13838DDF085FC0154907E0CD695140039C0BD677085FC0B5E2A039D26A5140"
267,"sea","Flores Sea",NULL,"Version 1.3","_untitled_63","mer de Florès","7.6","10",7,"Flores Sea","Q150370","بحر فلوريس","ফ্লোরেস সী","Floressee","Flores Sea","mar de Flores","Θάλασσα Φλόρες","फ़्लोरेस सागर","Flores-tenger","Laut Flores","Mar di Flores","フローレス海","플로레스해","Floreszee","Morze Flores","Mar das Flores","Море Флорес","Floreshavet","Flores Denizi","Biển Flores","弗洛勒斯海","1159120167","دریای فلورس","ים פלורס","Море Флорес","بحیرہ فلورس","弗洛勒斯海","0106000020E6100000010000000103000000010000008E0000007E33EB12F11C5E40705A124EC9EA18C0C23DC2B69A1C5E40500320C20B4219C01E7BCC8D19185E40E0F60EB1FA501AC03A378849B02E5E40E0B390FFC5261CC082A4281D8C305E40500D838BA33E1CC08218035EB32F5E4080C5A110873D1CC01AD4BE1986285E407050C7CFB7121CC0DAF2430500295E4000714CBB69761CC09200B8DF072B5E4020C304DA9E7F1CC0E2D021E390315E40F0EEFD9FB1791CC036EC0918E8315E40C069124EF14F1CC0DE7BCC8D3E455E40F0D378B497471DC0AA95178C53B45E4060184A4E8E3820C042927AD5B3B25E40707B137EB44020C0925BAA6B88B05E40E007393D515F20C0FEC84A3FD3BA5E4020ACA97ABB7120C0EAB7392E6DB65E4068C157C2B89B20C0F24D3691FDAF5E405809393DA5B420C06E5BAA6B9CA65E4068F58AF51FCE20C056213DCB8FA35E40D88B875805DD20C00A7A2FD7E2A05E40584BE04A85F020C052F8E03BF59E5E40B8A035A0020721C0FEDCF886DF9D5E40C01FE7841A2221C05A435F6DBD9B5E409890248FB93321C0CEDCF806B2945E40A8C7F4F8CC4121C0D6B39CF7D5905E400079D910EC3F21C042FB7DF24D845E40E8F2EDBE5BFE20C0AA3888C949815E409866C8FF9AF120C0CE6BBB7CDD7D5E4060B8801EF4E820C0225E47A2587A5E40603395CCC3F620C01235EB123B775E4068EF5088FBFC20C05661E4D8D06F5E401893C1C57D0321C0D6FA7D72BF6B5E40C01B4A4EF60221C0DAE232F413675E400045A6DD840D21C0DA907A5514635E40288D8758712621C05A5370FEE45F5E40B85954259A2B21C09A34EB12715C5E4040642BC9CA2721C0966E5833CD575E40E0E8161BFB1921C0FA1F3DCBB4515E40E0FCC46298F420C0DA07F24C94475E4080069C06F9D820C05E3EC23692405E4040ADA97A27BB20C05AC3AD88B6385E40483295CC63A720C0E2D021E313305E4078575425AAA420C08E2914EF662D5E40403C6C70A09D20C0924B369111275E4018E6161B3B7B20C022E5CF2A00235E40C8AF46B1F78420C032CD842C131F5E40E801FFCF388820C0A22CB1A52E1B5E402027BE288B7F20C00A6ABB7CAD165E4088945EFCE18320C086772F57C90E5E4020EAB3516B9420C062772F575A065E40A8955EFC65C120C0E2E76C61AEFD5D4078069C06EDDE20C0C6D65B50C5FA5D4068EBB351CBE320C092A3281DFEF75D40A88B875811D720C05A1E3DCB6AF75D40800A393D29F220C0AA9CEEAF3BF65D40F8C9912F9D0B21C0DE098F035FF45D40C89AFB32022421C0528106FBA8F35D40C05DF15BD63E21C0CAF87D72B1F35D4038652BC94E6521C0DE098F03DCF55D40F0874DEBE88621C062AA628A43F85D4080DDA240669D21C0A25170FE31FA5D40E058B7EE1DB721C0FABAF6E17DFA5D407871758704B621C0C241FEDA62FA5D40684439514CB821C0526E8F0CDCDD5D40F8D07BCB5A7A21C05A6E40E0A8DD5D4090457D5C107A21C03A392580B6DD5D4020FFC462887B21C0DA0C2CBA34DB5D40D8E3DCAD668021C00269BB7CAAD85D40B82484BBCE7821C03265B7FBCCD85D40B0D9EF12FA7221C0BA6FCB4C04C85D40606CAE02FF5921C06A2477B84FC85D40B8E679E41E5621C012098F837BC65D40C80B393D894121C01A540D3502C45D40E0ECB3512B3321C0FACE2163B0C25D40D8B5E3E7231F21C05A3588C9C9C25D4098EBB351BFE920C0AA8ADD9E3BBF5D40588E248FC9AC20C0B2D55B5045BB5D40486F9FA3779820C0F69E8BE61FB65D40E87C137E089620C082D55B50D6B25D40002184BB8A9C20C0EE4CD3C7E4AF5D40C86865368FA920C0D29E8BE6B0AD5D4040B146B157D420C0BE8D7AD544AC5D4058CC2E6685C920C0966B58B3E9AA5D4040B7801E7CA520C082CE21E327A75D40D8C057C2D08F20C062F77D7253A35D406838CF39648A20C072DF3274669F5D40F0AF46B1EB8A20C0C2A8620ABE9B5D40E87C137E089620C0969751799B955D4098F1EDBEEFB420C012ACFF40B3925D40D83F09A7D0B620C0866EF5E9838F5D400009393DC9A220C0A2CA84ACF98C5D40A0A56F0DC78820C04AAF9C77A8895D407837CF39E04C20C01AF0438585875D40C0444314893E20C022C0AD08F57A5D4078333203BC2D20C04290170C92775D40A8333203B03320C05E37250053705D40987B137E9C4C20C0121C3D4B3D6F5D40B015AD17CA6820C0EEBFAD0809715D4078612BC9FE8E20C0EEE8099826745D4048ADA97A3FAF20C0C293B4C2A67E5D4008079C06D5EA20C0AA9AEEAF27815D4038743CDA2BEF20C07256AA6BE6835D40189D9869D2ED20C04EFA1AA970865D40C02521F23EF320C04AAF9C77258B5D40E8E8161B130E21C056752FD70A8F5D40B867C8FF1E2F21C08EE2CF2A2E8D5D40D8AFA97AFF4D21C01E641EC6AC865D409894C1C5E94C21C09A7192200A7E5D40589F9869C27421C0C641FC232A795D4028B7E3E78F6821C0CA631E4693735D40F8C457C2146C21C02EA1281D956D5D400083B0B4402A21C0BA742F57136B5D40F88C87587D2021C0E644995A2D695D40E06D026D1F1221C0DAD0BE99CA675D40C0AA0C4463EB20C00615035E4D645D4098DD3F7752DA20C00226146FCD5B5D40004BE04AA9DE20C09244995AD2565D40D8F8272C68DB20C0FE6958B3224F5D40E8B046B17BC220C076E1CF2A2B4F5D4058511AB8A9C120C0CE17A09478405D4090B1F3C8F55C1CC0CE7C69C4C4B45D40B0CCB221E8081AC0B6B09CF7BEDD5D40D0D69AD6F11716C07284A331ACE35D40802DF02BE77116C07A2814EFE6ED5D4010584CBBE1C516C086C54A3FEAF05D40F072347003C116C0DE098F035FF45D40B0F4828BEBA516C0B6C54ABF17FA5D4040AF3E47B76216C0DE4A3691E6FC5D40F01BDF1A3E4F16C04E661E46EE045E4070E50EB1124D16C03AD021E3DA0C5E40501F7C51C63C16C08AA08BE669105E40502953F50E2D16C042AEFFC0EE135E40107B0B145C2A16C0DE9951798D1B5E40C052AF84515D16C0CEDAF886DF1E5E4000F71FC2BB6F16C0CEDAF886DF1E5E40C0C24F58680017C066D75BD0BC1E5E40506EFA027B2117C006E5CF2A891E5E404082A84ADC1917C04AC64A3F921C5E40709856925D8117C012BC739BE81C5E4000AACA6C266118C02AB539AEE41B5E407052D8E068B818C07E33EB12F11C5E40705A124EC9EA18C0"
195,"gulf","Gulf St. Vincent",NULL,"Version 1.4",NULL,"Golfe Saint-Vincent","6","10",5,"Gulf St. Vincent","Q1323629","خليج سانت فنسنت","গালফ সেন্ট ভিনসেন্ট","Gulf Saint Vincent","Gulf St Vincent","Golfo Saint Vicent","Κόλπος του Αγίου Βικέντιου","सेंट विंसेंट गल्फ","St. Vincent-öböl","Teluk St. Vincent","Golfo St Vincent","セントビンセント湾","걸프 세인트 빈센트","Golf van St. Vincent","Zatoka Świętego Wincentego","Golfo de São Vicente","Сент-Винсент","Gulf Saint Vincent","St. Vincent Körfezi","Vịnh Saint Vincent","圣文森特湾","1159118871","خلیج سنت وینسنت","מפרץ סנט וינסנט","Сент-Вінсент","خلیج سینٹ ونسینٹ","聖文森特灣","0106000020E6100000010000000103000000010000005600000095053F3961116140C0BFF55C42F141C06783F01D68F56040DC2A9630997641C03F8A2A4BCBF660401AD2A3A4127341C0A37CB6305AF960400AA94715786E41C003989EE569FD6040006503D1227B41C041053F3906FF60406E91FC96A47D41C0E53B0F23F4FF604078505589D57841C0E7757C036AFE6040DAE2B4B5236241C0A36BA51FE4FC604062B6BBEFA75C41C09D6BA5DF84FC60407C235CC3975441C0E7757C036AFE604028F02890D64E41C011D20BC658FF60408467A007ED4741C02F0C7966E20361406E9AD33ADC3641C0E39401EFC50D6140D8B4BBEFDA0341C02D3C0F23D210614096582C2DF6FD40C0736F42D657146140C2E7EE22CAF240C029E07FE0101961402E471B1C2FEA40C0D13FAC99FA1D6140A4B7582606E040C0D568082918216140247A4E4F18DC40C0611AED402D2461408E7DEB85FFD940C0B1C1FAB49827614070C8693794D040C0D135D5B5562B6140C28325F30BB740C087E07F60262E614008ED2890C59840C05F10161D2A31614078FA9C6A6C8B40C02FCCD118C53561408A4FF2BF337D40C02FBBC0074F396140384FF2BF5B6940C09BF8CA5E05396140187114E2D85940C0D902A2420E396140329D0DA8FF4940C0311E8AF7A03B614060293367415640C0F33C0FA3383D61407ADEB4B5A66240C0D5E07FE0C23F614026427EE5098C40C03B8153A7933D614058B658261D9540C0EDD945F3453B614068DFB4B5B79940C0A75B948EB63B6140269199CD35A840C06BB4861A413D61402EB01EB90ABB40C0CF7DB630D03D6140A6A9E44B26CA40C0258153E7FC3861408E7DEB85FFD940C089F8CADECD346140DAA64715FBED40C0F9805367CF2F614034C6CC00A81441C071F8CA9E782F6140CA558FF64D2041C031EEF33AB12E61406C1FBF8C7D3041C07F6CA51FFF2E61407015E8E8B73E41C0BD767C83C62F6140ACDB7A48894C41C00B2F9B488A2E61400ADC7A48DE6141C0958EC701822C6140F8124BB2E77441C0FBCBD118DD29614094E651EC5F7541C0A74D20341228614012FBFF33B37441C0AD989EE51B24614002134BB2647641C0FD61CE7B73206140BE08740E3E7541C0296CA5DF441C6140645B2C2DB29E41C0F5C4972BED1E6140187AB118A9A041C06B656B72F52061408C2B9630499E41C05309DC6F9D2461408C2B9630499E41C07D545AE1B628614054E0177FD69641C0EFA9AF76B52E61403EA6AADECF9041C03F51BDEA20326140CC91FC96F99241C07110161D203661403CA6AADE4C9241C0BFA612C0F73B6140008AC229205D41C04F2F9B486C3D614026A84715613A41C02B999EE56240614024EC8B59BC2A41C057F52DA8514161400260669AF71F41C01F4E2034DC4261408EE1B4B5BD1541C09F28611BF545614050BCF55C592741C009555AE1764861407A9AD33A593841C0CB62CEBBF74D6140E426F9F9FB5341C07336D575AD4F614028FE9C6ABC6141C0BDB4869A5A506140E4BDF55C208341C0030ADC6FCC4C61405EFF9C6AABA941C0A7B4861AA64A61405C92FC96B5B441C085063FF9124861404E255CC342BE41C069F52D68E8456140F0EE8B5972CE41C0F57DB6B0FD4661407EDADD111FCF41C0CD6CA55FB9416140A41B851FD2E141C03B7042D67C4161406011AE7BABE041C09BAD4C2DBA3D6140ACA07071F0DC41C0C71AEDC0BF3A6140D4144BB28CE141C0E124C42418336140B2C9CC0091DE41C0DBEA56442533614010CD693778DC41C059FF04CC543461407655F2BF00D441C01B926478B83261404EE1177F64CF41C0FB46E646FA3061408EC292936DCD41C0F92E9B08B22A614098D3A3A4DFCB41C0E93FAC99F0226140D4477EE5F2D441C065FB671572146140E4FCFF33DBDF41C09FA27549881261400060C96382E741C095053F3961116140C0BFF55C42F141C0"
